,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__alpha,param_poly_feats__grade,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,split5_test_r2,split6_test_r2,split7_test_r2,split8_test_r2,split9_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,split5_train_r2,split6_train_r2,split7_train_r2,split8_train_r2,split9_train_r2,mean_train_r2,std_train_r2,split0_test_explained_variance,split1_test_explained_variance,split2_test_explained_variance,split3_test_explained_variance,split4_test_explained_variance,split5_test_explained_variance,split6_test_explained_variance,split7_test_explained_variance,split8_test_explained_variance,split9_test_explained_variance,mean_test_explained_variance,std_test_explained_variance,rank_test_explained_variance,split0_train_explained_variance,split1_train_explained_variance,split2_train_explained_variance,split3_train_explained_variance,split4_train_explained_variance,split5_train_explained_variance,split6_train_explained_variance,split7_train_explained_variance,split8_train_explained_variance,split9_train_explained_variance,mean_train_explained_variance,std_train_explained_variance
0,0.08635900020599366,0.026017486636748823,0.04121396541595459,0.023254502866656146,0.01,1,"{'clf__alpha': 0.01, 'poly_feats__grade': 1}",0.8802291278481686,0.892080810865319,0.8774946493029124,0.8856243692815953,0.8845133860445202,0.8188831268036894,0.8539222784411403,0.8904539432049454,0.8340311914324137,0.8967435820198634,0.8713976465244566,0.02526332951646986,7,0.8784596833113187,0.8785407739230578,0.8799701453542811,0.8789437585042503,0.8767444082542414,0.8847304146944132,0.8825076786043953,0.8772741748323782,0.8837502050756582,0.8774109178652153,0.8798332160419209,0.00269818355174837,0.8829492716778996,0.8924061435834845,0.8775418939826303,0.8862112817183466,0.8874408577637327,0.819753285894004,0.8546973596153684,0.8979666870515579,0.8340423977770264,0.8984240230130781,0.8731433202077128,0.026147077341503448,7,0.8784596833113187,0.8785407739230578,0.8799701453542811,0.8789437585042503,0.8767444082542414,0.8847304146944132,0.8825076786043953,0.8772741748323782,0.8837502050756582,0.8774109178652153,0.8798332160419209,0.00269818355174837
1,0.09833066463470459,0.034009620760135854,0.04341757297515869,0.01184986558644517,0.01,2,"{'clf__alpha': 0.01, 'poly_feats__grade': 2}",0.8908539473183601,0.9000149700036177,0.880681166525092,0.901138749175369,0.8893727965028257,0.8421363671934752,0.865460005216673,0.9008664236825296,0.8628523673089452,0.9025673353304589,0.8835944128257345,0.01951453019051421,2,0.8908783873404359,0.8911239649590831,0.8926065704096786,0.8905930008035554,0.8902006071927049,0.8954149757772231,0.8941307224663634,0.889551748261308,0.8941352735100223,0.8901564992048054,0.8918791749925179,0.0019395545083987097,0.8933354947839596,0.9010673350606482,0.881034920157675,0.9018340921680947,0.8909966080018286,0.8428596504314911,0.8669628700894206,0.9106404113449903,0.8631458548697859,0.9034206898203573,0.8855297926728253,0.020580097267088166,2,0.8908783873404358,0.8911239649590831,0.8926065704096786,0.8905930008035554,0.8902006071927049,0.8954149757772231,0.8941307224663634,0.889551748261308,0.8941352735100223,0.8901564992048054,0.8918791749925179,0.0019395545083987155
2,0.12362627983093262,0.03807123321610637,0.027736306190490723,0.010514854520946143,0.01,3,"{'clf__alpha': 0.01, 'poly_feats__grade': 3}",0.8887290371828576,0.9001393595917491,0.8812563473252424,0.9027359832351324,0.889830695503409,0.8439477941565593,0.8668603796281051,0.9029203332670541,0.8618061181778973,0.9041829607735656,0.8842409008841574,0.01957209539743831,1,0.8918877520895169,0.8916910052386746,0.8931225622889399,0.890994204280923,0.8907540143504261,0.895827555544199,0.894589545403269,0.8899930850198231,0.8948561943522236,0.8908567577788553,0.8924572676346851,0.001915460136617253,0.8913100779836485,0.9010249470844858,0.8816482561856791,0.9033285231774097,0.891219618113737,0.8446866889483206,0.868321168027645,0.9122866895836393,0.8620920509920372,0.9049759972180779,0.8860894017314681,0.02059690548308393,1,0.8918877520895169,0.8916910052386746,0.8931225622889399,0.890994204280923,0.8907540143504261,0.895827555544199,0.894589545403269,0.8899930850198231,0.8948561943522236,0.8908567577788553,0.8924572676346851,0.001915460136617253
3,0.09952754974365234,0.03202815271495468,0.03064916133880615,0.010383956705089988,0.03,1,"{'clf__alpha': 0.03, 'poly_feats__grade': 1}",0.8803552655589284,0.8921156686379037,0.8770107155051241,0.8879397465104182,0.8839373377773773,0.8154395679667868,0.8547874416809244,0.8902408918530559,0.8309755297299521,0.8968042490098946,0.8709606414230366,0.02647956466380262,8,0.8776773158603799,0.8777921759613404,0.8789594500528787,0.8781316096855432,0.8757504084909189,0.883686517604839,0.8812654407941374,0.8765040809641679,0.8830180354812084,0.8764693261257916,0.8789254361021206,0.0026522165442649935,0.8830742680260235,0.8925032474773212,0.8771230360744047,0.8886045994417102,0.8875179177653651,0.8160209666421908,0.855578925442816,0.8985267449445795,0.8309847542651013,0.8982777082193345,0.8728212168298848,0.027493240962498847,8,0.8776773158603799,0.8777921759613404,0.8789594500528787,0.8781316096855432,0.8757504084909189,0.883686517604839,0.8812654407941374,0.8765040809641679,0.8830180354812084,0.8764693261257916,0.8789254361021206,0.0026522165442649935
4,0.10100958347320557,0.030000182027911153,0.03910560607910156,0.017380870338546402,0.03,2,"{'clf__alpha': 0.03, 'poly_feats__grade': 2}",0.8905792250820479,0.9007552975859543,0.8792347175095523,0.9028488978991775,0.8893725723313455,0.8342822675021488,0.8598768868320619,0.9007294340620288,0.8561664791018442,0.9010041514257896,0.881484992933195,0.022505831524456798,4,0.8888490755871302,0.8891285386216019,0.8906226475736789,0.888609148364951,0.8880750319226989,0.8934387944624221,0.8920677320565391,0.8875833200446891,0.8922149824082871,0.8881879649336026,0.8898777235975601,0.0019517428235374431,0.8931147537776397,0.9017841931104608,0.8795270262375716,0.903883586062058,0.8912397056449496,0.8347602027725654,0.8612240000604715,0.9113065101801126,0.8564982453007862,0.9018860855857215,0.8835224308732336,0.023727750075970673,4,0.8888490755871302,0.889128538621602,0.8906226475736789,0.888609148364951,0.8880750319226989,0.8934387944624221,0.8920677320565391,0.8875833200446891,0.8922149824082871,0.8881879649336026,0.8898777235975601,0.001951742823537439
5,0.1319962739944458,0.03861969489622219,0.048574209213256836,0.026840108158662702,0.03,3,"{'clf__alpha': 0.03, 'poly_feats__grade': 3}",0.8890532036270385,0.9008758004742481,0.8795958701631894,0.9042644951417516,0.8899680222491094,0.8359531818000614,0.8613556253082342,0.9026224973752537,0.8557659929949858,0.9024284610430745,0.8821883150176947,0.022467750392758362,3,0.8898550835812903,0.8897729656617593,0.8912255657571666,0.8890861598034483,0.8887071752859157,0.8939303736209282,0.8925949248175838,0.888027008811463,0.8930117948747637,0.8886414362841026,0.890485248849842,0.0019676676941138152,0.8916594239123029,0.9017781416628298,0.8799252869456411,0.9051941991615242,0.8916185498487245,0.8364328082492885,0.8626810890896022,0.9128868578455054,0.8560956656634171,0.903270139793317,0.8841542162172152,0.023664119142003476,3,0.8898550835812903,0.8897729656617593,0.8912255657571666,0.8890861598034483,0.8887071752859157,0.8939303736209282,0.8925949248175838,0.888027008811463,0.8930117948747637,0.8886414362841026,0.890485248849842,0.0019676676941138152
6,0.08038613796234131,0.014620473614917633,0.04707853794097901,0.023438463930341356,0.1,1,"{'clf__alpha': 0.1, 'poly_feats__grade': 1}",0.877550889906152,0.8895877364250021,0.8698574251508796,0.8898464689057826,0.8779824149121854,0.8078785067779898,0.8506562204893039,0.8860271021740809,0.8224720946320119,0.8931518150628777,0.8665010674436266,0.028391776501478384,9,0.8727485058520897,0.8734550460749769,0.8748129411677537,0.8728536172675598,0.8711565255196716,0.8804910742484399,0.8770927323988975,0.8718160658844428,0.8792525635011684,0.871662949881486,0.8745342021796485,0.0031399003157469812,0.8805909479737791,0.8900925220379395,0.8701124722234395,0.8907148392191637,0.8833808436820423,0.8082305917131534,0.851533691744668,0.8967709240568162,0.8224755408897222,0.8942420623341839,0.8688144435874909,0.029714280889429102,9,0.8727485058520897,0.8734550460749769,0.8748129411677537,0.8728536172675598,0.8711565255196716,0.8804910742484399,0.8770927323988975,0.8718160658844428,0.8792525635011684,0.871662949881486,0.8745342021796485,0.0031399003157469812
7,0.09464786052703858,0.05175090461469152,0.03534345626831055,0.019824733946652687,0.1,2,"{'clf__alpha': 0.1, 'poly_feats__grade': 2}",0.8841673812411927,0.8924891959164918,0.8678898806688943,0.8999469863488152,0.8813393975574336,0.815384157024425,0.8501614650054781,0.8922326458793686,0.8359541798878183,0.8953694231675974,0.8714934712697513,0.027179963959188178,6,0.8775658697409748,0.8785709051468066,0.8803091475041311,0.8769521745288834,0.8767605350889912,0.8852053544769387,0.882600778603648,0.8764393030479384,0.883314513455072,0.8770357327331878,0.8794754314326573,0.0030233381025513415,0.886792052999485,0.8936312974274273,0.8679057215148157,0.9013931106714657,0.885067513480919,0.8154636599116037,0.851385841898944,0.9053437557346531,0.836184223126579,0.8959628338008251,0.8739130010566717,0.028795302911845514,6,0.8775658697409748,0.8785709051468066,0.8803091475041311,0.8769521745288834,0.8767605350889912,0.8852053544769387,0.882600778603648,0.8764393030479384,0.883314513455072,0.8770357327331878,0.8794754314326573,0.0030233381025513415
8,0.10999505519866944,0.02591946258018808,0.02958073616027832,0.011733022215242141,0.1,3,"{'clf__alpha': 0.1, 'poly_feats__grade': 3}",0.883542934102626,0.8928222858073683,0.8684810697827561,0.9009547835849561,0.8823443661340745,0.8170589756924962,0.8516656399992052,0.8936754006271108,0.835975529604578,0.8966155035174292,0.8723136488852602,0.027072314737352852,5,0.8784668482591352,0.8793438628853304,0.8810676432297149,0.8775948902837148,0.8775244162336984,0.8858429168295027,0.8832654494658302,0.8770876028388404,0.8840867503448995,0.8776958338445002,0.8801976214215166,0.003012292520274814,0.8862161732161524,0.8938897809757486,0.8685038437406654,0.9023177095507795,0.8858629318884456,0.8171403933947327,0.8528789999676406,0.9066186264338955,0.8362094317446603,0.8971871501215349,0.8746825041034255,0.028673798132693173,5,0.8784668482591352,0.8793438628853304,0.8810676432297149,0.8775948902837148,0.8775244162336984,0.8858429168295027,0.8832654494658303,0.8770876028388404,0.8840867503448995,0.8776958338445002,0.8801976214215166,0.003012292520274825
9,0.09486176967620849,0.028572018656236316,0.03408536911010742,0.013688192976523867,0.3,1,"{'clf__alpha': 0.3, 'poly_feats__grade': 1}",0.8622180205794951,0.8817177714758915,0.8536284173085503,0.8794173565963078,0.8581226390472332,0.8019011557989503,0.840101462574679,0.8678950774452663,0.8078458616016131,0.8760795499282374,0.8528927312356223,0.026842074477604273,12,0.8592471040653566,0.8604872404559197,0.8620166581118636,0.8595919098984188,0.8575343972301843,0.8676965089275982,0.8638741580785337,0.8585711903606404,0.8663667257196019,0.8582935924722442,0.8613679485320361,0.003348700325379697,0.8676226624493242,0.8820556057244665,0.8540526481082434,0.8810543136015819,0.8682376627245808,0.802501039425694,0.8414307391232929,0.8834813501889466,0.8078489093461916,0.8776171309539622,0.8565902061646284,0.02864825173090621,12,0.8592471040653566,0.8604872404559197,0.8620166581118636,0.8595919098984188,0.8575343972301843,0.8676965089275982,0.8638741580785337,0.8585711903606404,0.8663667257196019,0.8582935924722441,0.8613679485320361,0.0033487003253797076
